cpd_id	Pathway	Description
C18251	624	Polycyclic aromatic hydrocarbon degradation
C18251	1120	Microbial metabolism in diverse environments
C18252	624	Polycyclic aromatic hydrocarbon degradation
C18252	1120	Microbial metabolism in diverse environments
C18253	624	Polycyclic aromatic hydrocarbon degradation
C18253	1120	Microbial metabolism in diverse environments
C18254	624	Polycyclic aromatic hydrocarbon degradation
C18254	1120	Microbial metabolism in diverse environments
C18255	624	Polycyclic aromatic hydrocarbon degradation
C18255	1120	Microbial metabolism in diverse environments
C18256	624	Polycyclic aromatic hydrocarbon degradation
C18256	1120	Microbial metabolism in diverse environments
C18257	624	Polycyclic aromatic hydrocarbon degradation
C18257	1120	Microbial metabolism in diverse environments
C18258	624	Polycyclic aromatic hydrocarbon degradation
C18258	1120	Microbial metabolism in diverse environments
C18259	624	Polycyclic aromatic hydrocarbon degradation
C18259	1120	Microbial metabolism in diverse environments
C18260	624	Polycyclic aromatic hydrocarbon degradation
C18260	1120	Microbial metabolism in diverse environments
C18261	624	Polycyclic aromatic hydrocarbon degradation
C18261	1120	Microbial metabolism in diverse environments
C18262	624	Polycyclic aromatic hydrocarbon degradation
C18262	1120	Microbial metabolism in diverse environments
C18263	624	Polycyclic aromatic hydrocarbon degradation
C18263	1120	Microbial metabolism in diverse environments
C18264	624	Polycyclic aromatic hydrocarbon degradation
C18264	1120	Microbial metabolism in diverse environments
C18265	624	Polycyclic aromatic hydrocarbon degradation
C18265	1120	Microbial metabolism in diverse environments
C18266	624	Polycyclic aromatic hydrocarbon degradation
C18266	1120	Microbial metabolism in diverse environments
C18267	624	Polycyclic aromatic hydrocarbon degradation
C18267	1120	Microbial metabolism in diverse environments
C18269	624	Polycyclic aromatic hydrocarbon degradation
C18269	1120	Microbial metabolism in diverse environments
C18270	624	Polycyclic aromatic hydrocarbon degradation
C18270	1120	Microbial metabolism in diverse environments
C18271	624	Polycyclic aromatic hydrocarbon degradation
C18271	1120	Microbial metabolism in diverse environments
C18272	624	Polycyclic aromatic hydrocarbon degradation
C18272	1120	Microbial metabolism in diverse environments
C18273	624	Polycyclic aromatic hydrocarbon degradation
C18273	1120	Microbial metabolism in diverse environments
C18274	624	Polycyclic aromatic hydrocarbon degradation
C18274	1120	Microbial metabolism in diverse environments
C18275	624	Polycyclic aromatic hydrocarbon degradation
C18275	1120	Microbial metabolism in diverse environments
C18276	624	Polycyclic aromatic hydrocarbon degradation
C18276	1120	Microbial metabolism in diverse environments
C18277	624	Polycyclic aromatic hydrocarbon degradation
C18277	1120	Microbial metabolism in diverse environments
C18278	624	Polycyclic aromatic hydrocarbon degradation
C18278	1120	Microbial metabolism in diverse environments
C18279	624	Polycyclic aromatic hydrocarbon degradation
C18279	1120	Microbial metabolism in diverse environments
C18280	624	Polycyclic aromatic hydrocarbon degradation
C18280	1120	Microbial metabolism in diverse environments
C18281	624	Polycyclic aromatic hydrocarbon degradation
C18281	1120	Microbial metabolism in diverse environments
C18282	624	Polycyclic aromatic hydrocarbon degradation
C18282	1120	Microbial metabolism in diverse environments
C18283	624	Polycyclic aromatic hydrocarbon degradation
C18283	1120	Microbial metabolism in diverse environments
C18284	624	Polycyclic aromatic hydrocarbon degradation
C18284	1120	Microbial metabolism in diverse environments
C18285	624	Polycyclic aromatic hydrocarbon degradation
C18285	1120	Microbial metabolism in diverse environments
C18286	624	Polycyclic aromatic hydrocarbon degradation
C18286	1120	Microbial metabolism in diverse environments
C18287	5146	Amoebiasis
C18293	253	Tetracycline biosynthesis
C18293	1056	Biosynthesis of type II polyketide backbone
C18293	1057	Biosynthesis of type II polyketide products
C18293	1100	Metabolic pathways
C18293	1110	Biosynthesis of secondary metabolites
C18294	253	Tetracycline biosynthesis
C18294	1057	Biosynthesis of type II polyketide products
C18294	1100	Metabolic pathways
C18294	1110	Biosynthesis of secondary metabolites
C18295	253	Tetracycline biosynthesis
C18295	1057	Biosynthesis of type II polyketide products
C18295	1100	Metabolic pathways
C18295	1110	Biosynthesis of secondary metabolites
C18296	253	Tetracycline biosynthesis
C18296	1057	Biosynthesis of type II polyketide products
C18296	1100	Metabolic pathways
C18296	1110	Biosynthesis of secondary metabolites
C18300	623	Toluene degradation
C18300	1120	Microbial metabolism in diverse environments
C18300	1220	Degradation of aromatic compounds
C18301	623	Toluene degradation
C18301	1120	Microbial metabolism in diverse environments
C18301	1220	Degradation of aromatic compounds
C18302	623	Toluene degradation
C18302	1120	Microbial metabolism in diverse environments
C18302	1220	Degradation of aromatic compounds
C18303	623	Toluene degradation
C18303	1120	Microbial metabolism in diverse environments
C18304	623	Toluene degradation
C18304	1120	Microbial metabolism in diverse environments
C18305	623	Toluene degradation
C18305	1120	Microbial metabolism in diverse environments
C18306	623	Toluene degradation
C18306	1120	Microbial metabolism in diverse environments
C18307	623	Toluene degradation
C18307	1120	Microbial metabolism in diverse environments
C18308	623	Toluene degradation
C18308	1120	Microbial metabolism in diverse environments
C18309	623	Toluene degradation
C18309	1120	Microbial metabolism in diverse environments
C18310	623	Toluene degradation
C18310	1120	Microbial metabolism in diverse environments
C18311	623	Toluene degradation
C18311	1120	Microbial metabolism in diverse environments
C18311	1220	Degradation of aromatic compounds
C18312	623	Toluene degradation
C18312	1120	Microbial metabolism in diverse environments
C18312	1220	Degradation of aromatic compounds
C18313	1503	Cationic antimicrobial peptide (CAMP) resistance
C18314	624	Polycyclic aromatic hydrocarbon degradation
C18314	1100	Metabolic pathways
C18314	1120	Microbial metabolism in diverse environments
C18314	1220	Degradation of aromatic compounds
C18315	633	Nitrotoluene degradation
C18315	1120	Microbial metabolism in diverse environments
C18315	1220	Degradation of aromatic compounds
C18316	633	Nitrotoluene degradation
C18316	1120	Microbial metabolism in diverse environments
C18317	633	Nitrotoluene degradation
C18317	1120	Microbial metabolism in diverse environments
C18318	633	Nitrotoluene degradation
C18318	1120	Microbial metabolism in diverse environments
C18319	4974	Protein digestion and absorption
C18320	633	Nitrotoluene degradation
C18320	1120	Microbial metabolism in diverse environments
C18321	900	Terpenoid backbone biosynthesis
C18321	1110	Biosynthesis of secondary metabolites
C18323	720	Carbon fixation pathways in prokaryotes
C18323	1100	Metabolic pathways
C18323	1120	Microbial metabolism in diverse environments
C18323	1200	Carbon metabolism
C18324	630	Glyoxylate and dicarboxylate metabolism
C18324	1100	Metabolic pathways
C18324	1120	Microbial metabolism in diverse environments
C18324	1200	Carbon metabolism
C18325	999	Biosynthesis of various plant secondary metabolites
C18325	1100	Metabolic pathways
C18325	1110	Biosynthesis of secondary metabolites
C18326	330	Arginine and proline metabolism
C18326	1100	Metabolic pathways
C18327	1056	Biosynthesis of type II polyketide backbone
C18327	1100	Metabolic pathways
C18327	1110	Biosynthesis of secondary metabolites
C18328	1056	Biosynthesis of type II polyketide backbone
C18328	1100	Metabolic pathways
C18328	1110	Biosynthesis of secondary metabolites
C18329	1056	Biosynthesis of type II polyketide backbone
C18329	1057	Biosynthesis of type II polyketide products
C18329	1100	Metabolic pathways
C18329	1110	Biosynthesis of secondary metabolites
C18330	1056	Biosynthesis of type II polyketide backbone
C18330	1100	Metabolic pathways
C18330	1110	Biosynthesis of secondary metabolites
C18331	1056	Biosynthesis of type II polyketide backbone
C18331	1100	Metabolic pathways
C18331	1110	Biosynthesis of secondary metabolites
C18332	1056	Biosynthesis of type II polyketide backbone
C18332	1057	Biosynthesis of type II polyketide products
C18332	1100	Metabolic pathways
C18332	1110	Biosynthesis of secondary metabolites
C18333	1056	Biosynthesis of type II polyketide backbone
C18333	1100	Metabolic pathways
C18333	1110	Biosynthesis of secondary metabolites
C18334	1056	Biosynthesis of type II polyketide backbone
C18334	1100	Metabolic pathways
C18334	1110	Biosynthesis of secondary metabolites
C18335	1056	Biosynthesis of type II polyketide backbone
C18335	1057	Biosynthesis of type II polyketide products
C18335	1100	Metabolic pathways
C18335	1110	Biosynthesis of secondary metabolites
C18336	1056	Biosynthesis of type II polyketide backbone
C18336	1057	Biosynthesis of type II polyketide products
C18336	1100	Metabolic pathways
C18336	1110	Biosynthesis of secondary metabolites
C18337	1056	Biosynthesis of type II polyketide backbone
C18337	1057	Biosynthesis of type II polyketide products
C18337	1100	Metabolic pathways
C18337	1110	Biosynthesis of secondary metabolites
C18338	627	Aminobenzoate degradation
C18338	1120	Microbial metabolism in diverse environments
C18345	627	Aminobenzoate degradation
C18345	1120	Microbial metabolism in diverse environments
C18347	627	Aminobenzoate degradation
C18347	1120	Microbial metabolism in diverse environments
C18348	627	Aminobenzoate degradation
C18348	1120	Microbial metabolism in diverse environments
C18349	627	Aminobenzoate degradation
C18349	1120	Microbial metabolism in diverse environments
C18351	627	Aminobenzoate degradation
C18351	1120	Microbial metabolism in diverse environments
C18353	1057	Biosynthesis of type II polyketide products
C18353	1100	Metabolic pathways
C18353	1110	Biosynthesis of secondary metabolites
C18354	1057	Biosynthesis of type II polyketide products
C18354	1100	Metabolic pathways
C18354	1110	Biosynthesis of secondary metabolites
C18355	1057	Biosynthesis of type II polyketide products
C18355	1110	Biosynthesis of secondary metabolites
C18356	1057	Biosynthesis of type II polyketide products
C18356	1100	Metabolic pathways
C18356	1110	Biosynthesis of secondary metabolites
C18357	1057	Biosynthesis of type II polyketide products
C18357	1110	Biosynthesis of secondary metabolites
C18358	1057	Biosynthesis of type II polyketide products
C18358	1110	Biosynthesis of secondary metabolites
C18359	1057	Biosynthesis of type II polyketide products
C18359	1110	Biosynthesis of secondary metabolites
C18360	1057	Biosynthesis of type II polyketide products
C18360	1110	Biosynthesis of secondary metabolites
C18629	1057	Biosynthesis of type II polyketide products
C18629	1100	Metabolic pathways
C18629	1110	Biosynthesis of secondary metabolites
C18630	1057	Biosynthesis of type II polyketide products
C18630	1100	Metabolic pathways
C18630	1110	Biosynthesis of secondary metabolites
C18631	1057	Biosynthesis of type II polyketide products
C18631	1100	Metabolic pathways
C18631	1110	Biosynthesis of secondary metabolites
C18632	1057	Biosynthesis of type II polyketide products
C18632	1110	Biosynthesis of secondary metabolites
C18633	1057	Biosynthesis of type II polyketide products
C18633	1110	Biosynthesis of secondary metabolites
C18634	1057	Biosynthesis of type II polyketide products
C18634	1110	Biosynthesis of secondary metabolites
C18635	1057	Biosynthesis of type II polyketide products
C18635	1110	Biosynthesis of secondary metabolites
C18637	1057	Biosynthesis of type II polyketide products
C18637	1110	Biosynthesis of secondary metabolites
C18638	1057	Biosynthesis of type II polyketide products
C18638	1110	Biosynthesis of secondary metabolites
C18639	1057	Biosynthesis of type II polyketide products
C18639	1110	Biosynthesis of secondary metabolites
C18640	1057	Biosynthesis of type II polyketide products
C18640	1110	Biosynthesis of secondary metabolites
C18641	1057	Biosynthesis of type II polyketide products
C18641	1110	Biosynthesis of secondary metabolites
C18642	1057	Biosynthesis of type II polyketide products
C18642	1110	Biosynthesis of secondary metabolites
C18678	1057	Biosynthesis of type II polyketide products
C18678	1110	Biosynthesis of secondary metabolites
C18679	1057	Biosynthesis of type II polyketide products
C18679	1110	Biosynthesis of secondary metabolites
C18680	1057	Biosynthesis of type II polyketide products
C18680	1110	Biosynthesis of secondary metabolites
C18681	1057	Biosynthesis of type II polyketide products
C18681	1110	Biosynthesis of secondary metabolites
C18682	1057	Biosynthesis of type II polyketide products
C18682	1110	Biosynthesis of secondary metabolites
C18683	1057	Biosynthesis of type II polyketide products
C18683	1110	Biosynthesis of secondary metabolites
C18684	1057	Biosynthesis of type II polyketide products
C18684	1110	Biosynthesis of secondary metabolites
C18685	1057	Biosynthesis of type II polyketide products
C18685	1110	Biosynthesis of secondary metabolites
C18699	4075	Plant hormone signal transduction
C18709	1057	Biosynthesis of type II polyketide products
C18709	1100	Metabolic pathways
C18709	1110	Biosynthesis of secondary metabolites
C18710	1057	Biosynthesis of type II polyketide products
C18710	1100	Metabolic pathways
C18710	1110	Biosynthesis of secondary metabolites
C18711	1057	Biosynthesis of type II polyketide products
C18711	1100	Metabolic pathways
C18711	1110	Biosynthesis of secondary metabolites
C18778	1057	Biosynthesis of type II polyketide products
C18778	1110	Biosynthesis of secondary metabolites
C18796	460	Cyanoamino acid metabolism
C18796	1110	Biosynthesis of secondary metabolites
C18799	680	Methane metabolism
C18799	1100	Metabolic pathways
C18799	1120	Microbial metabolism in diverse environments
C18799	1200	Carbon metabolism
C18802	680	Methane metabolism
C18802	790	Folate biosynthesis
C18802	1100	Metabolic pathways
C18802	1120	Microbial metabolism in diverse environments
C18802	1200	Carbon metabolism
C18802	1240	Biosynthesis of cofactors
C18822	1057	Biosynthesis of type II polyketide products
C18823	1057	Biosynthesis of type II polyketide products
C18824	1057	Biosynthesis of type II polyketide products
C18835	1057	Biosynthesis of type II polyketide products
C18835	1110	Biosynthesis of secondary metabolites
C18846	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
C18846	1100	Metabolic pathways
C18846	1110	Biosynthesis of secondary metabolites
C18847	522	"Biosynthesis of 12-, 14- and 16-membered macrolides"
C18847	1100	Metabolic pathways
C18847	1110	Biosynthesis of secondary metabolites
C18870	450	Selenocompound metabolism
C18871	450	Selenocompound metabolism
C18872	450	Selenocompound metabolism
C18893	450	Selenocompound metabolism
C18902	450	Selenocompound metabolism
C18904	450	Selenocompound metabolism
C18905	450	Selenocompound metabolism
C18910	740	Riboflavin metabolism
C18910	1100	Metabolic pathways
C18910	1240	Biosynthesis of cofactors
C18911	770	Pantothenate and CoA biosynthesis
C18911	1100	Metabolic pathways
C18911	1240	Biosynthesis of cofactors
C18933	361	Chlorocyclohexane and chlorobenzene degradation
C18933	1100	Metabolic pathways
C18933	1120	Microbial metabolism in diverse environments
C18933	5208	Chemical carcinogenesis - reactive oxygen species
C19079	903	Limonene degradation
C19079	1120	Microbial metabolism in diverse environments
C19081	903	Limonene degradation
C19081	1120	Microbial metabolism in diverse environments
C19082	903	Limonene degradation
C19082	1120	Microbial metabolism in diverse environments
C19083	903	Limonene degradation
C19083	1120	Microbial metabolism in diverse environments
C19084	903	Limonene degradation
C19084	1120	Microbial metabolism in diverse environments
C19151	680	Methane metabolism
C19151	1100	Metabolic pathways
C19151	1120	Microbial metabolism in diverse environments
C19152	680	Methane metabolism
C19152	1100	Metabolic pathways
C19152	1120	Microbial metabolism in diverse environments
C19152	1240	Biosynthesis of cofactors
C19153	680	Methane metabolism
C19153	1100	Metabolic pathways
C19153	1120	Microbial metabolism in diverse environments
C19153	1240	Biosynthesis of cofactors
C19154	680	Methane metabolism
C19154	1100	Metabolic pathways
C19154	1120	Microbial metabolism in diverse environments
C19154	1240	Biosynthesis of cofactors
C19155	680	Methane metabolism
C19155	1100	Metabolic pathways
C19155	1120	Microbial metabolism in diverse environments
C19155	1240	Biosynthesis of cofactors
C19156	680	Methane metabolism
C19156	1100	Metabolic pathways
C19156	1120	Microbial metabolism in diverse environments
C19156	1240	Biosynthesis of cofactors
C19164	5204	Chemical carcinogenesis - DNA adducts
C19171	5208	Chemical carcinogenesis - reactive oxygen species
C19180	5204	Chemical carcinogenesis - DNA adducts
C19190	5152	Tuberculosis
C19255	5204	Chemical carcinogenesis - DNA adducts
C19317	4750	Inflammatory mediator regulation of TRP channels
C19378	4742	Taste transduction
C19418	73	"Cutin, suberine and wax biosynthesis"
C19488	980	Metabolism of xenobiotics by cytochrome P450
C19488	5204	Chemical carcinogenesis - DNA adducts
C19489	980	Metabolism of xenobiotics by cytochrome P450
C19489	5204	Chemical carcinogenesis - DNA adducts
C19490	980	Metabolism of xenobiotics by cytochrome P450
C19490	5204	Chemical carcinogenesis - DNA adducts
C19491	460	Cyanoamino acid metabolism
C19491	966	Glucosinolate biosynthesis
C19491	1110	Biosynthesis of secondary metabolites
C19491	1210	2-Oxocarboxylic acid metabolism
C19525	5204	Chemical carcinogenesis - DNA adducts
C19559	980	Metabolism of xenobiotics by cytochrome P450
C19559	5204	Chemical carcinogenesis - DNA adducts
C19561	980	Metabolism of xenobiotics by cytochrome P450
C19561	5204	Chemical carcinogenesis - DNA adducts
C19562	980	Metabolism of xenobiotics by cytochrome P450
C19562	5204	Chemical carcinogenesis - DNA adducts
C19563	980	Metabolism of xenobiotics by cytochrome P450
C19563	5204	Chemical carcinogenesis - DNA adducts
C19564	980	Metabolism of xenobiotics by cytochrome P450
C19564	5204	Chemical carcinogenesis - DNA adducts
C19565	980	Metabolism of xenobiotics by cytochrome P450
C19565	5204	Chemical carcinogenesis - DNA adducts
C19566	980	Metabolism of xenobiotics by cytochrome P450
C19566	5204	Chemical carcinogenesis - DNA adducts
C19567	760	Nicotinate and nicotinamide metabolism
C19567	980	Metabolism of xenobiotics by cytochrome P450
C19567	1100	Metabolic pathways
C19567	1120	Microbial metabolism in diverse environments
C19567	5204	Chemical carcinogenesis - DNA adducts
C19568	980	Metabolism of xenobiotics by cytochrome P450
C19568	5204	Chemical carcinogenesis - DNA adducts
C19569	760	Nicotinate and nicotinamide metabolism
C19569	980	Metabolism of xenobiotics by cytochrome P450
C19569	1100	Metabolic pathways
C19569	1120	Microbial metabolism in diverse environments
C19569	5204	Chemical carcinogenesis - DNA adducts
C19574	980	Metabolism of xenobiotics by cytochrome P450
C19574	5204	Chemical carcinogenesis - DNA adducts
C19577	980	Metabolism of xenobiotics by cytochrome P450
C19577	5204	Chemical carcinogenesis - DNA adducts
C19578	980	Metabolism of xenobiotics by cytochrome P450
C19578	5204	Chemical carcinogenesis - DNA adducts
C19579	980	Metabolism of xenobiotics by cytochrome P450
C19579	5204	Chemical carcinogenesis - DNA adducts
C19580	980	Metabolism of xenobiotics by cytochrome P450
C19580	5204	Chemical carcinogenesis - DNA adducts
C19581	980	Metabolism of xenobiotics by cytochrome P450
C19581	5204	Chemical carcinogenesis - DNA adducts
C19582	980	Metabolism of xenobiotics by cytochrome P450
C19582	5204	Chemical carcinogenesis - DNA adducts
C19585	980	Metabolism of xenobiotics by cytochrome P450
C19586	980	Metabolism of xenobiotics by cytochrome P450
C19586	5204	Chemical carcinogenesis - DNA adducts
C19588	980	Metabolism of xenobiotics by cytochrome P450
C19589	980	Metabolism of xenobiotics by cytochrome P450
C19590	980	Metabolism of xenobiotics by cytochrome P450
C19591	980	Metabolism of xenobiotics by cytochrome P450
C19592	980	Metabolism of xenobiotics by cytochrome P450
C19594	980	Metabolism of xenobiotics by cytochrome P450
C19595	980	Metabolism of xenobiotics by cytochrome P450
C19596	1503	Cationic antimicrobial peptide (CAMP) resistance
C19596	5133	Pertussis
C19602	980	Metabolism of xenobiotics by cytochrome P450
C19602	5204	Chemical carcinogenesis - DNA adducts
C19603	980	Metabolism of xenobiotics by cytochrome P450
C19603	5204	Chemical carcinogenesis - DNA adducts
C19604	980	Metabolism of xenobiotics by cytochrome P450
C19605	980	Metabolism of xenobiotics by cytochrome P450
C19605	5204	Chemical carcinogenesis - DNA adducts
C19606	980	Metabolism of xenobiotics by cytochrome P450
C19606	5204	Chemical carcinogenesis - DNA adducts
C19607	980	Metabolism of xenobiotics by cytochrome P450
C19608	860	Porphyrin metabolism
C19609	2010	ABC transporters
C19610	5010	Alzheimer disease
C19614	73	"Cutin, suberine and wax biosynthesis"
C19614	1100	Metabolic pathways
C19615	73	"Cutin, suberine and wax biosynthesis"
C19615	1100	Metabolic pathways
C19616	73	"Cutin, suberine and wax biosynthesis"
C19617	73	"Cutin, suberine and wax biosynthesis"
C19618	73	"Cutin, suberine and wax biosynthesis"
C19620	73	"Cutin, suberine and wax biosynthesis"
C19621	73	"Cutin, suberine and wax biosynthesis"
C19622	73	"Cutin, suberine and wax biosynthesis"
C19623	73	"Cutin, suberine and wax biosynthesis"
C19624	73	"Cutin, suberine and wax biosynthesis"
C19625	73	"Cutin, suberine and wax biosynthesis"
C19630	73	"Cutin, suberine and wax biosynthesis"
C19630	1110	Biosynthesis of secondary metabolites
C19631	760	Nicotinate and nicotinamide metabolism
C19631	1100	Metabolic pathways
C19631	1120	Microbial metabolism in diverse environments
C19673	780	Biotin metabolism
C19673	1100	Metabolic pathways
C19673	1240	Biosynthesis of cofactors
C19676	909	Sesquiterpenoid and triterpenoid biosynthesis
C19676	1110	Biosynthesis of secondary metabolites
C19678	909	Sesquiterpenoid and triterpenoid biosynthesis
C19678	1110	Biosynthesis of secondary metabolites
C19682	362	Benzoate degradation
C19682	1120	Microbial metabolism in diverse environments
C19683	362	Benzoate degradation
C19683	1120	Microbial metabolism in diverse environments
C19684	362	Benzoate degradation
C19684	1120	Microbial metabolism in diverse environments
C19685	430	Taurine and hypotaurine metabolism
C19686	1059	Biosynthesis of enediyne antibiotics
C19686	1100	Metabolic pathways
C19686	1110	Biosynthesis of secondary metabolites
C19687	404	Staurosporine biosynthesis
C19687	1100	Metabolic pathways
C19687	1110	Biosynthesis of secondary metabolites
C19688	404	Staurosporine biosynthesis
C19688	1100	Metabolic pathways
C19688	1110	Biosynthesis of secondary metabolites
C19691	900	Terpenoid backbone biosynthesis
C19691	1110	Biosynthesis of secondary metabolites
C19692	920	Sulfur metabolism
C19692	1120	Microbial metabolism in diverse environments
C19694	1502	Vancomycin resistance
C19698	404	Staurosporine biosynthesis
C19698	1100	Metabolic pathways
C19698	1110	Biosynthesis of secondary metabolites
C19699	404	Staurosporine biosynthesis
C19699	1100	Metabolic pathways
C19699	1110	Biosynthesis of secondary metabolites
C19700	404	Staurosporine biosynthesis
C19700	1100	Metabolic pathways
C19700	1110	Biosynthesis of secondary metabolites
C19701	404	Staurosporine biosynthesis
C19701	1100	Metabolic pathways
C19701	1110	Biosynthesis of secondary metabolites
C19706	330	Arginine and proline metabolism
C19707	999	Biosynthesis of various plant secondary metabolites
C19707	1061	Biosynthesis of phenylpropanoids
C19707	1110	Biosynthesis of secondary metabolites
C19708	909	Sesquiterpenoid and triterpenoid biosynthesis
C19711	909	Sesquiterpenoid and triterpenoid biosynthesis
C19711	1110	Biosynthesis of secondary metabolites
C19712	460	Cyanoamino acid metabolism
C19712	1100	Metabolic pathways
C19712	1110	Biosynthesis of secondary metabolites
C19714	460	Cyanoamino acid metabolism
C19714	966	Glucosinolate biosynthesis
C19714	1100	Metabolic pathways
C19714	1110	Biosynthesis of secondary metabolites
C19714	1210	2-Oxocarboxylic acid metabolism
C19715	460	Cyanoamino acid metabolism
C19715	1100	Metabolic pathways
C19715	1110	Biosynthesis of secondary metabolites
C19719	1502	Vancomycin resistance
C19725	520	Amino sugar and nucleotide sugar metabolism
C19725	541	O-Antigen nucleotide sugar biosynthesis
C19725	1100	Metabolic pathways
C19725	1250	Biosynthesis of nucleotide sugars
C19727	943	Isoflavonoid biosynthesis
C19730	999	Biosynthesis of various plant secondary metabolites
C19730	1100	Metabolic pathways
C19730	1110	Biosynthesis of secondary metabolites
C19731	999	Biosynthesis of various plant secondary metabolites
C19732	909	Sesquiterpenoid and triterpenoid biosynthesis
C19732	1110	Biosynthesis of secondary metabolites
C19736	909	Sesquiterpenoid and triterpenoid biosynthesis
C19740	909	Sesquiterpenoid and triterpenoid biosynthesis
C19742	909	Sesquiterpenoid and triterpenoid biosynthesis
C19745	520	Amino sugar and nucleotide sugar metabolism
C19745	541	O-Antigen nucleotide sugar biosynthesis
C19745	1100	Metabolic pathways
C19745	1250	Biosynthesis of nucleotide sugars
C19746	909	Sesquiterpenoid and triterpenoid biosynthesis
C19747	909	Sesquiterpenoid and triterpenoid biosynthesis
C19748	909	Sesquiterpenoid and triterpenoid biosynthesis
C19749	909	Sesquiterpenoid and triterpenoid biosynthesis
C19749	1110	Biosynthesis of secondary metabolites
C19752	909	Sesquiterpenoid and triterpenoid biosynthesis
C19753	909	Sesquiterpenoid and triterpenoid biosynthesis
C19755	909	Sesquiterpenoid and triterpenoid biosynthesis
C19757	592	alpha-Linolenic acid metabolism
C19757	1110	Biosynthesis of secondary metabolites
C19759	906	Carotenoid biosynthesis
C19759	1100	Metabolic pathways
C19759	1110	Biosynthesis of secondary metabolites
C19760	900	Terpenoid backbone biosynthesis
C19760	1110	Biosynthesis of secondary metabolites
C19762	942	Anthocyanin biosynthesis
C19764	906	Carotenoid biosynthesis
C19764	1100	Metabolic pathways
C19764	1110	Biosynthesis of secondary metabolites
C19765	906	Carotenoid biosynthesis
C19765	1100	Metabolic pathways
C19765	1110	Biosynthesis of secondary metabolites
C19769	520	Amino sugar and nucleotide sugar metabolism
C19769	1100	Metabolic pathways
C19769	1250	Biosynthesis of nucleotide sugars
C19787	270	Cysteine and methionine metabolism
C19787	1100	Metabolic pathways
C19794	562	Inositol phosphate metabolism
C19794	1100	Metabolic pathways
C19795	906	Carotenoid biosynthesis
C19795	1100	Metabolic pathways
C19795	1110	Biosynthesis of secondary metabolites
C19796	944	Flavone and flavonol biosynthesis
C19797	906	Carotenoid biosynthesis
C19797	1110	Biosynthesis of secondary metabolites
C19798	906	Carotenoid biosynthesis
C19798	1110	Biosynthesis of secondary metabolites
C19799	562	Inositol phosphate metabolism
C19799	1100	Metabolic pathways
C19801	909	Sesquiterpenoid and triterpenoid biosynthesis
C19814	998	Biosynthesis of various antibiotics
C19814	1100	Metabolic pathways
C19814	1110	Biosynthesis of secondary metabolites
C19815	998	Biosynthesis of various antibiotics
C19815	1100	Metabolic pathways
C19815	1110	Biosynthesis of secondary metabolites
C19817	904	Diterpenoid biosynthesis
C19817	1110	Biosynthesis of secondary metabolites
C19819	909	Sesquiterpenoid and triterpenoid biosynthesis
C19819	996	Biosynthesis of various alkaloids
C19819	1110	Biosynthesis of secondary metabolites
C19820	909	Sesquiterpenoid and triterpenoid biosynthesis
C19823	520	Amino sugar and nucleotide sugar metabolism
C19823	541	O-Antigen nucleotide sugar biosynthesis
C19823	1100	Metabolic pathways
C19823	1250	Biosynthesis of nucleotide sugars
C19828	909	Sesquiterpenoid and triterpenoid biosynthesis
C19828	1110	Biosynthesis of secondary metabolites
C19829	909	Sesquiterpenoid and triterpenoid biosynthesis
C19829	999	Biosynthesis of various plant secondary metabolites
C19829	1110	Biosynthesis of secondary metabolites
C19830	405	Phenazine biosynthesis
C19830	1100	Metabolic pathways
C19830	1110	Biosynthesis of secondary metabolites
C19831	405	Phenazine biosynthesis
C19831	1100	Metabolic pathways
C19831	1110	Biosynthesis of secondary metabolites
C19832	909	Sesquiterpenoid and triterpenoid biosynthesis
C19832	1110	Biosynthesis of secondary metabolites
C19833	909	Sesquiterpenoid and triterpenoid biosynthesis
C19834	909	Sesquiterpenoid and triterpenoid biosynthesis
C19835	909	Sesquiterpenoid and triterpenoid biosynthesis
C19845	780	Biotin metabolism
C19845	1100	Metabolic pathways
C19845	1240	Biosynthesis of cofactors
C19846	780	Biotin metabolism
C19846	1100	Metabolic pathways
C19846	1240	Biosynthesis of cofactors
C19847	130	Ubiquinone and other terpenoid-quinone biosynthesis
C19847	1100	Metabolic pathways
C19847	1110	Biosynthesis of secondary metabolites
C19847	1240	Biosynthesis of cofactors
C19848	790	Folate biosynthesis
C19848	1100	Metabolic pathways
C19848	1240	Biosynthesis of cofactors
C19852	900	Terpenoid backbone biosynthesis
C19853	900	Terpenoid backbone biosynthesis
C19853	1110	Biosynthesis of secondary metabolites
C19858	130	Ubiquinone and other terpenoid-quinone biosynthesis
C19858	1100	Metabolic pathways
C19858	1110	Biosynthesis of secondary metabolites
C19858	1240	Biosynthesis of cofactors
C19859	130	Ubiquinone and other terpenoid-quinone biosynthesis
C19859	1100	Metabolic pathways
C19859	1110	Biosynthesis of secondary metabolites
C19859	1240	Biosynthesis of cofactors
C19863	909	Sesquiterpenoid and triterpenoid biosynthesis
C19867	999	Biosynthesis of various plant secondary metabolites
C19867	1100	Metabolic pathways
C19867	1110	Biosynthesis of secondary metabolites
C19868	999	Biosynthesis of various plant secondary metabolites
C19868	1100	Metabolic pathways
C19868	1110	Biosynthesis of secondary metabolites
C19869	999	Biosynthesis of various plant secondary metabolites
C19869	1100	Metabolic pathways
C19869	1110	Biosynthesis of secondary metabolites
C19871	790	Folate biosynthesis
